recipe_id,line_no,raw_line,regex_qty,regex_unit,regex_name,ip_name,ip_qty,ip_unit,ip_state,ip_comment,ip_purpose,patch_dry_fresh,ip_patched_name,modifier_text,flag_name,flag_qty,flag_unit,flag_state,review_flags
82,10,1/2 teaspoon Garam masala powder,1/2,teaspoon,Garam masala powder,Garam masala powder,1/2,teaspoon,,,,,Garam masala powder,,False,False,False,False,
82,11,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
82,12,1 cup Pearl onions (Sambar Onions),1,cup,Pearl onions (Sambar Onions),Pearl onions (Sambar Onions),1,cup,,,,,Pearl onions (Sambar Onions),,False,False,False,False,
82,13,1 cup Fresh coconut - grated,1,cup,Fresh coconut,Fresh coconut,1,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
82,14,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1/2,teaspoon,,,,,Cumin seeds (Jeera),,False,False,False,False,
82,15,1 teaspoon Whole Black Peppercorns - crushed,1,teaspoon,Whole Black Peppercorns,Whole Black Peppercorns,1,teaspoon,crushed,,,,Whole Black Peppercorns,crushed,False,False,False,False,
82,16,Coconut Oil - for cooking,,,Coconut Oil,Coconut Oil,,,,,for cooking,,Coconut Oil,for cooking,False,False,False,True,state
82,17,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
83,1,300 grams Kaddu (Parangikai/ Pumpkin) - peeled and chopped,300,grams,Kaddu (Parangikai/ Pumpkin),Kaddu,300,gram,peeled and chopped,(Parangikai/Pumpkin),,,Kaddu (Parangikai/ Pumpkin),peeled and chopped,False,False,False,False,
83,2,1/2 cup Fresh coconut - grated coconut to be ground,1/2,cup,Fresh coconut,Fresh coconut,1/2,cup,grated coconut to be ground,,,Fresh,Fresh coconut,grated coconut to be ground,False,False,False,False,
83,3,1/4 cup Fresh coconut - to be roasted,1/4,cup,Fresh coconut,Fresh coconut,1/4,cup,to be roasted,,,Fresh,Fresh coconut,to be roasted,False,False,False,False,
83,4,1 Green Chilli,1,,Green Chilli,Green Chilli,1,,,,,,Green Chilli,,False,False,False,False,
83,5,1-1/2 teaspoons Mustard seeds,1-1/2,teaspoons,Mustard seeds,Mustard seeds,1/2,teaspoon,,,,,Mustard seeds,,False,True,False,False,qty
83,6,2 teaspoons White Urad Dal (Split),2,teaspoons,White Urad Dal (Split),White Urad Dal (Split),2,teaspoon,,,,,White Urad Dal (Split),,False,False,False,False,
83,7,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
83,8,3 Dry Red Chillies,3,,Dry Red Chillies,Dry Red Chillies,3,,,,,Dry,Dry Red Chillies,,False,False,False,False,
83,9,3/4 teaspoon Turmeric powder (Haldi),3/4,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),3/4,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
83,10,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1,teaspoon,,,,,Cumin seeds (Jeera),,False,False,False,False,
83,11,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,Coconut Oil,1,tablespoon,,,,,Coconut Oil,,False,False,False,False,
83,12,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
84,1,3 raw bananas - peeled and cut into thin,3,,raw bananas,raw bananas,3,,peeled and cut into thin,,,,raw bananas,peeled and cut into thin,False,False,False,False,
84,2,1/2 tablespoon paprika powder,1/2,tablespoon,paprika powder,paprika powder,1/2,tablespoon,,,,,paprika powder,,False,False,False,False,
84,3,1/4 tablespoon pepper powder,1/4,tablespoon,pepper powder,pepper powder,1/4,tablespoon,,,,,pepper powder,,False,False,False,False,
84,4,salt - as per taste,,,salt,salt,,,,as per taste,,,salt,as per taste,False,False,False,True,state
84,5,1 tablespoon olive oil - as per use,1,tablespoon,olive oil,olive oil,1,tablespoon,,as per use,,,olive oil,as per use,False,False,False,True,state
85,1,1 cup Rice flour,1,cup,Rice flour,Rice flour,1,cup,,,,,Rice flour,,False,False,False,False,
85,2,1 cup Jaggery,1,cup,Jaggery,Jaggery,1,cup,,,,,Jaggery,,False,False,False,False,
85,3,1/2 cup Water,1/2,cup,Water,Water,1/2,cup,,,,,Water,,False,False,False,False,
85,4,5 Cardamom (Elaichi) Pods/Seeds,5,,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Seeds,5,Pods,,,,,Cardamom (Elaichi) Pods/Seeds,,False,False,True,False,unit
85,5,2 Ripe Bananas,2,,Ripe Bananas,Ripe Bananas,2,,,,,,Ripe Bananas,,False,False,False,False,
85,6,1 teaspoon Baking soda,1,teaspoon,Baking soda,Baking soda,1,teaspoon,,,,,Baking soda,,False,False,False,False,
85,7,Ghee - as required,,,Ghee,Ghee,,,,as required,,,Ghee,as required,False,False,False,True,state
86,1,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cut lengthwise,1,cup,Vellai Poosanikai (Ash gourd/White Pumpkin),Vellai Poosanikai White Pumpkin,1,cup,cut lengthwise,Ash gourd,,,Vellai Poosanikai (Ash gourd/White Pumpkin),cut lengthwise,False,False,False,False,
86,2,2 Drumstick - cut lengthwise,2,,Drumstick,Drumstick,2,,cut lengthwise,,,,Drumstick,cut lengthwise,False,False,False,False,
86,3,2 Carrots (Gajjar) - cut lengthwise,2,,Carrots (Gajjar),Carrots (Gajjar),2,,cut lengthwise,,,,Carrots (Gajjar),cut lengthwise,False,False,False,False,
86,4,10 Green beans (French Beans) -  cut lengthwise,10,,Green beans (French Beans),Green beans,10,,cut lengthwise,(French Beans),,,Green beans (French Beans),cut lengthwise,False,False,False,False,
86,5,1 Raw Banana - peeled and cut lengthwise,1,,Raw Banana,Raw Banana,1,,peeled and cut lengthwise,,,,Raw Banana,peeled and cut lengthwise,False,False,False,False,
86,6,2 Potatoes (Aloo) - peeled and cut lengthwise,2,,Potatoes (Aloo),Potatoes (Aloo),2,,peeled and cut lengthwise,,,,Potatoes (Aloo),peeled and cut lengthwise,False,False,False,False,
86,7,1 cup Elephant yam (Suran/Senai/Ratalu) - peeled and cut lengthwise,1,cup,Elephant yam (Suran/Senai/Ratalu),Elephant yam Ratalu,1,cup,peeled and cut lengthwise,Suran/Senai,,,Elephant yam (Suran/Senai/Ratalu),peeled and cut lengthwise,False,False,False,False,
86,8,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
86,9,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
86,10,1-1/2 cups Fresh coconut - grated,1-1/2,cups,Fresh coconut,Fresh coconut,1/2,cup,grated,,,Fresh,Fresh coconut,grated,False,True,False,False,qty
86,11,3 Green Chillies,3,,Green Chillies,Green Chillies,3,,,,,,Green Chillies,,False,False,False,False,
86,12,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
86,13,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1,teaspoon,,,,,Cumin seeds (Jeera),,False,False,False,False,
86,14,1 tablespoons Coconut Oil,1,tablespoons,Coconut Oil,Coconut Oil,1,tablespoon,,,,,Coconut Oil,,False,False,False,False,
86,15,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
87,1,300 grams Jackfruit Ripe (Kathal) - chopped coarsely,300,grams,Jackfruit Ripe (Kathal),Jackfruit Ripe (Kathal),300,gram,chopped coarsely,,,,Jackfruit Ripe (Kathal),chopped coarsely,False,False,False,False,
87,2,1 cup Water,1,cup,Water,Water,1,cup,,,,,Water,,False,False,False,False,
87,3,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,Red Chilli powder,1,teaspoon,,,,,Red Chilli powder,,False,False,False,False,
87,4,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
87,5,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,Black pepper powder,1/2,teaspoon,,,,,Black pepper powder,,False,False,False,False,
87,6,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
87,7,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,Fresh coconut,1/2,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
87,8,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1,teaspoon,,,,,Cumin seeds (Jeera),,False,False,False,False,
87,9,1/2 cup Fresh coconut - pieces,1/2,cup,Fresh coconut,Fresh coconut,1,piece,,,,Fresh,Fresh coconut,pieces,False,True,True,True,qty;unit;state
87,10,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
87,11,2 Dry Red Chillies,2,,Dry Red Chillies,Dry Red Chillies,2,,,,,Dry,Dry Red Chillies,,False,False,False,False,
87,12,6 cloves Garlic,6,cloves,Garlic,Garlic,6,cloves,,,,,Garlic,,False,False,False,False,
87,13,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,Mustard seeds,1,teaspoon,,,,,Mustard seeds,,False,False,False,False,
87,14,3 teaspoon Coconut Oil,3,teaspoon,Coconut Oil,Coconut Oil,3,teaspoon,,,,,Coconut Oil,,False,False,False,False,
88,1,1 cup Rice ada,1,cup,Rice ada,Rice ada,1,cup,,,,,Rice ada,,False,False,False,False,
88,2,1 cup Jaggery - grated,1,cup,Jaggery,Jaggery,1,cup,grated,,,,Jaggery,grated,False,False,False,False,
88,3,1/2 cup Water,1/2,cup,Water,Water,1/2,cup,,,,,Water,,False,False,False,False,
88,4,1 cup Coconut milk - thick (1st extract),1,cup,Coconut milk,Coconut milk,1,cup,,thick (1st extract),,,Coconut milk,thick (1st extract),False,False,False,True,state
88,5,1-1/2 cups Coconut milk - (2nd & 3rd extract),1-1/2,cups,Coconut milk,Coconut milk,1/2,cup,,(2nd & 3rd extract),,,Coconut milk,(2nd & 3rd extract),False,True,False,True,qty;state
88,6,5 Cashew nuts,5,,Cashew nuts,Cashew nuts,5,,,,,,Cashew nuts,,False,False,False,False,
88,7,7 Raisins,7,,Raisins,Raisins,7,,,,,,Raisins,,False,False,False,False,
88,8,2 teaspoons Fresh coconut - slices,2,teaspoons,Fresh coconut,Fresh coconut,1,slice,,,,Fresh,Fresh coconut,slices,False,True,True,True,qty;unit;state
88,9,1/2 teaspoon Cardamom Powder (Elaichi),1/2,teaspoon,Cardamom Powder (Elaichi),Cardamom Powder (Elaichi),1/2,teaspoon,,,,,Cardamom Powder (Elaichi),,False,False,False,False,
88,10,Ghee - as required,,,Ghee,Ghee,,,,as required,,,Ghee,as required,False,False,False,True,state
89,1,300 grams Banana Stem - peeled and cut into dices,300,grams,Banana Stem,Banana Stems,300,gram,peeled and cut into dices,,,,Banana Stems,peeled and cut into dices,True,False,False,False,name
89,2,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,Fresh coconut,1/2,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
89,3,2 Green Chillies,2,,Green Chillies,Green Chillies,2,,,,,,Green Chillies,,False,False,False,False,
89,4,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
89,5,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
89,6,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,Coconut Oil,1,teaspoon,,,,,Coconut Oil,,False,False,False,False,
89,7,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,Mustard seeds,1/2,teaspoon,,,,,Mustard seeds,,False,False,False,False,
89,8,1 teaspoon White Urad Dal (Split),1,teaspoon,White Urad Dal (Split),White Urad Dal (Split),1,teaspoon,,,,,White Urad Dal (Split),,False,False,False,False,
89,9,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
90,1,2 cup Rice flour,2,cup,Rice flour,Rice flour,2,cup,,,,,Rice flour,,False,False,False,False,
90,2,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,Fresh coconut,1/4,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
90,3,1 cup Jackfruit Ripe (Kathal) - seeds removed and chopped,1,cup,Jackfruit Ripe (Kathal),Jackfruit Ripe (Kathal),1,cup,seeds removed and chopped,,,,Jackfruit Ripe (Kathal),seeds removed and chopped,False,False,False,False,
90,4,5 tablespoon Sugar,5,tablespoon,Sugar,Sugar,5,tablespoon,,,,,Sugar,,False,False,False,False,
90,5,1/4 teaspoon Salt,1/4,teaspoon,Salt,Salt,1/4,teaspoon,,,,,Salt,,False,False,False,False,
90,6,2 Cardamom (Elaichi) Pods/Seeds - powdered,2,,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi); Seeds,2,Pods,powdered,,,,Cardamom (Elaichi) Pods/Seeds,powdered,False,False,True,False,unit
91,1,300 grams Kaddu (Parangikai/ Pumpkin),300,grams,Kaddu (Parangikai/ Pumpkin),Kaddu,300,gram,,(Parangikai/Pumpkin),,,Kaddu (Parangikai/ Pumpkin),,False,False,False,False,
91,2,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
91,3,2 teaspoons Jaggery,2,teaspoons,Jaggery,Jaggery,2,teaspoon,,,,,Jaggery,,False,False,False,False,
91,4,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
91,5,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,Fresh coconut,1/2,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
91,6,1 Green Chilli,1,,Green Chilli,Green Chilli,1,,,,,,Green Chilli,,False,False,False,False,
91,7,1 inch Ginger - grated,1,inch,Ginger,Ginger,,,grated,,,,Ginger,grated,False,True,True,False,qty;unit
91,8,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
91,9,1 teaspoon Sunflower Oil,1,teaspoon,Sunflower Oil,Sunflower Oil,1,teaspoon,,,,,Sunflower Oil,,False,False,False,False,
91,10,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,Mustard seeds,1/2,teaspoon,,,,,Mustard seeds,,False,False,False,False,
91,11,1/2 teaspoon White Urad Dal (Split),1/2,teaspoon,White Urad Dal (Split),White Urad Dal (Split),1/2,teaspoon,,,,,White Urad Dal (Split),,False,False,False,False,
91,12,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
92,1,2 Tapioca root,2,,Tapioca root,Tapioca root,2,,,,,,Tapioca root,,False,False,False,False,
92,2,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,Mustard seeds,1,teaspoon,,,,,Mustard seeds,,False,False,False,False,
92,3,1 cup Shallots - chopped,1,cup,Shallots,Shallots,1,cup,chopped,,,,Shallots,chopped,False,False,False,False,
92,4,1 inch Ginger - chopped,1,inch,Ginger,Ginger,,,chopped,,,,Ginger,chopped,False,True,True,False,qty;unit
92,5,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
92,6,2 Dry Red Chilli,2,,Dry Red Chilli,Dry Red Chilli,2,,,,,Dry,Dry Red Chilli,,False,False,False,False,
92,7,2 tablespoon Fresh coconut - grated,2,tablespoon,Fresh coconut,Fresh coconut,2,tablespoon,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
92,8,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
92,9,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
92,10,Coconut Oil - for cooking,,,Coconut Oil,Coconut Oil,,,,,for cooking,,Coconut Oil,for cooking,False,False,False,True,state
93,1,1 cup Cauliflower (gobi) - florets,1,cup,Cauliflower (gobi),Cauliflower (gobi); florets,1,cup,,,,,Cauliflower (gobi); florets,florets,True,False,False,True,name;state
93,2,1/2 cup Carrots (Gajjar) - diced,1/2,cup,Carrots (Gajjar),Carrots (Gajjar),1/2,cup,diced,,,,Carrots (Gajjar),diced,False,False,False,False,
93,3,2 to 3 tablespoons Green peas (Matar) - fresh or frozen,2to3,tablespoons,Green peas (Matar),Green peas (Matar),2,tablespoon,,fresh or frozen,,Fresh,Green peas (Matar),fresh or frozen,False,True,False,True,qty;state
93,4,1 Onion - finely chopped,1,,Onion,Onion,1,,finely chopped,,,,Onion,finely chopped,False,False,False,False,
93,5,2 tablespoons Ginger Garlic Paste,2,tablespoons,Ginger Garlic Paste,Ginger Garlic Paste,2,tablespoon,,,,,Ginger Garlic Paste,,False,False,False,False,
93,6,2 Green Chillies - slit,2,,Green Chillies,Green Chillies,2,,slit,,,,Green Chillies,slit,False,False,False,False,
93,7,1 Tomato - pureed,1,,Tomato,Tomato,1,,pureed,,,,Tomato,pureed,False,False,False,False,
93,8,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
93,9,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,Red Chilli powder,1,teaspoon,,,,,Red Chilli powder,,False,False,False,False,
93,10,2 teaspoons Coriander Powder (Dhania),2,teaspoons,Coriander Powder (Dhania),Coriander Powder (Dhania),2,teaspoon,,,,,Coriander Powder (Dhania),,False,False,False,False,
93,11,1/2 teaspoon Cumin powder (Jeera),1/2,teaspoon,Cumin powder (Jeera),Cumin powder (Jeera),1/2,teaspoon,,,,,Cumin powder (Jeera),,False,False,False,False,
93,12,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),,,,,,,Cinnamon Sticks (Dalchini),,True,True,True,False,name;qty;unit
93,13,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
93,14,1 cup Coconut milk - thin,1,cup,Coconut milk,Coconut milk,1,cup,,thin,,,Coconut milk,thin,False,False,False,True,state
93,15,1/2 cup Coconut milk - thick,1/2,cup,Coconut milk,Coconut milk,1/2,cup,,,,,Coconut milk,thick,False,False,False,True,state
93,16,Salt - as required,,,Salt,Salt,,,,as required,,,Salt,as required,False,False,False,True,state
93,17,4 to 5 Cashew nuts - broken,4to5,,Cashew nuts,Cashew nuts,4,,broken,,,,Cashew nuts,broken,False,True,False,False,qty
93,18,Sunflower Oil - as required,,,Sunflower Oil,Sunflower Oil,,,,as required,,,Sunflower Oil,as required,False,False,False,True,state
93,19,2 tablespoons Coriander (Dhania) Leaves - finely chopped,2,tablespoons,Coriander (Dhania) Leaves,Coriander (Dhania),2,tablespoon,finely chopped,Leaves,,,Coriander (Dhania) Leaves,finely chopped,False,False,False,False,
94,1,250 grams Prawns,250,grams,Prawns,Prawns,250,gram,,,,,Prawns,,False,False,False,False,
94,2,1 cup Coconut milk,1,cup,Coconut milk,Coconut milk,1,cup,,,,,Coconut milk,,False,False,False,False,
94,3,1 teaspoon Tamarind Paste,1,teaspoon,Tamarind Paste,Tamarind Paste,1,teaspoon,,,,,Tamarind Paste,,False,False,False,False,
94,4,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
94,5,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,Mustard seeds,1/2,teaspoon,,,,,Mustard seeds,,False,False,False,False,
94,6,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/2,teaspoon,Methi Seeds (Fenugreek Seeds),Methi Seeds (Fenugreek Seeds),1/2,teaspoon,,,,,Methi Seeds (Fenugreek Seeds),,False,False,False,False,
94,7,2 Dry Red Chillies,2,,Dry Red Chillies,Dry Red Chillies,2,,,,,Dry,Dry Red Chillies,,False,False,False,False,
94,8,3 Pearl onions (Sambar Onions),3,,Pearl onions (Sambar Onions),Pearl onions (Sambar Onions),3,,,,,,Pearl onions (Sambar Onions),,False,False,False,False,
94,9,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
94,10,1 teaspoon Kashmiri Red Chilli Powder,1,teaspoon,Kashmiri Red Chilli Powder,Kashmiri Red Chilli Powder,1,teaspoon,,,,,Kashmiri Red Chilli Powder,,False,False,False,False,
94,11,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
94,12,1 teaspoon Lemon juice,1,teaspoon,Lemon juice,Lemon juice,1,teaspoon,,,,,Lemon juice,,False,False,False,False,
94,13,3 teaspoon Mustard oil,3,teaspoon,Mustard oil,Mustard oil,3,teaspoon,,,,,Mustard oil,,False,False,False,False,
94,14,3/4 cup Fresh coconut - grated,3/4,cup,Fresh coconut,Fresh coconut,3/4,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
94,15,1 teaspoon Ginger - chopped,1,teaspoon,Ginger,Ginger,1,teaspoon,chopped,,,,Ginger,chopped,False,False,False,False,
94,16,2 teaspoon Garlic - chopped,2,teaspoon,Garlic,Garlic,2,teaspoon,chopped,,,,Garlic,chopped,False,False,False,False,
94,17,2 Green Chillies,2,,Green Chillies,Green Chillies,2,,,,,,Green Chillies,,False,False,False,False,
94,18,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
94,19,1/2 teaspoon Cumin powder (Jeera),1/2,teaspoon,Cumin powder (Jeera),Cumin powder (Jeera),1/2,teaspoon,,,,,Cumin powder (Jeera),,False,False,False,False,
94,20,1 teaspoon Coriander Powder (Dhania),1,teaspoon,Coriander Powder (Dhania),Coriander Powder (Dhania),1,teaspoon,,,,,Coriander Powder (Dhania),,False,False,False,False,
95,1,2 Bay leaves (tej patta),2,,Bay leaves (tej patta),Bay leaves (tej patta),2,,,,,,Bay leaves (tej patta),,False,False,False,False,
95,2,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Seeds,1,Pod,,,,,Cardamom (Elaichi) Pods/Seeds,,False,False,True,False,unit
95,3,1 tablespoon Whole Black Peppercorns,1,tablespoon,Whole Black Peppercorns,Whole Black Peppercorns,1,tablespoon,,,,,Whole Black Peppercorns,,False,False,False,False,
95,4,5 Cloves (Laung),5,Cloves,(Laung),Cloves,5,,,(Laung),,,Cloves,,True,False,True,False,name;unit
95,5,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),,,,,,,Cinnamon Sticks (Dalchini),,True,True,True,False,name;qty;unit
95,6,1 cup Red matta rice - washed thoroughly,1,cup,Red matta rice,Red matta rice,1,cup,washed thoroughly,,,,Red matta rice,washed thoroughly,False,False,False,False,
95,7,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
95,8,1 inch Ginger,1,inch,Ginger,Ginger,,,,,,,Ginger,,False,True,True,False,qty;unit
95,9,5 cloves Garlic,5,cloves,Garlic,Garlic,5,cloves,,,,,Garlic,,False,False,False,False,
95,10,3 Green Chilli,3,,Green Chilli,Green Chilli,3,,,,,,Green Chilli,,False,False,False,False,
95,11,300 grams Chicken - curry cut,300,grams,Chicken,Chicken,300,gram,curry cut,,,,Chicken,curry cut,False,False,False,False,
95,12,2 Onions - sliced,2,,Onions,Onions,2,,sliced,,,,Onions,sliced,False,False,False,False,
95,13,3 Tomatoes - chopped,3,,Tomatoes,Tomatoes,3,,chopped,,,,Tomatoes,chopped,False,False,False,False,
95,14,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,Red Chilli powder,1,teaspoon,,,,,Red Chilli powder,,False,False,False,False,
95,15,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
95,16,2 tablespoon Garam masala powder,2,tablespoon,Garam masala powder,Garam masala powder,2,tablespoon,,,,,Garam masala powder,,False,False,False,False,
95,17,1/4 cup Coriander (Dhania) Leaves - chopped,1/4,cup,Coriander (Dhania) Leaves,Coriander (Dhania),1/4,cup,chopped,Leaves,,,Coriander (Dhania) Leaves,chopped,False,False,False,False,
95,18,1/4 cup Mint Leaves (Pudina) - chopped,1/4,cup,Mint Leaves (Pudina),Mint Leaves (Pudina),1/4,cup,chopped,,,,Mint Leaves (Pudina),chopped,False,False,False,False,
95,19,1 Lemon juice,1,,Lemon juice,Lemon juice,1,,,,,,Lemon juice,,False,False,False,False,
95,20,1/2 cup Milk,1/2,cup,Milk,Milk,1/2,cup,,,,,Milk,,False,False,False,False,
95,21,5 Saffron strands,5,,Saffron strands,Saffron strands,5,,,,,,Saffron strands,,False,False,False,False,
95,22,1 tablespoon Cashew nuts,1,tablespoon,Cashew nuts,Cashew nuts,1,tablespoon,,,,,Cashew nuts,,False,False,False,False,
95,23,1 tablespoon Ghee,1,tablespoon,Ghee,Ghee,1,tablespoon,,,,,Ghee,,False,False,False,False,
96,1,4 cups water,4,cups,water,water,4,cup,,,,,water,,False,False,False,False,
96,2,1 tbsp ginger powder,1,tbsp,ginger powder,ginger powder,1,tablespoon,,,,,ginger powder,,False,False,False,False,
96,3,1 tsp black pepper powder,1,tsp,black pepper powder,black pepper powder,1,teaspoon,,,,,black pepper powder,,False,False,False,False,
96,4,1 tbsp instant coffee powder,1,tbsp,instant coffee powder,instant coffee powder,1,tablespoon,,,,,instant coffee powder,,False,False,False,False,
96,5,20 tulsi,20,,tulsi,tulsi,20,,,,,,tulsi,,False,False,False,False,
96,6,1 tsp cumin seeds,1,tsp,cumin seeds,cumin seeds,1,teaspoon,,,,,cumin seeds,,False,False,False,False,
96,7,1/2 tsp cardamom powder - more or less,1/2,tsp,cardamom powder,cardamom powder,1/2,teaspoon,,more or less,,,cardamom powder,more or less,False,False,False,True,state
96,8,3 tbsp jaggery - Add more or less salt to taste,3,tbsp,jaggery,jaggery,3,tablespoon,,Add more or less salt to taste,,,jaggery,Add more or less salt to taste,False,False,False,True,state
97,1,1 Cucumber - peeled and diced,1,,Cucumber,Cucumber,1,,peeled and diced,,,,Cucumber,peeled and diced,False,False,False,False,
97,2,1 Mango (Raw) - peeled and diced,1,,Mango (Raw),Mango (Raw),1,,peeled and diced,,,,Mango (Raw),peeled and diced,False,False,False,False,
97,3,2 Green Chillies - slit,2,,Green Chillies,Green Chillies,2,,slit,,,,Green Chillies,slit,False,False,False,False,
97,4,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/4,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
97,5,1 cup Water,1,cup,Water,Water,1,cup,,,,,Water,,False,False,False,False,
