recipe_id,line_no,raw_line
124,4,Curry leaves - few sprigs
124,5,1 Onion - finely chopped
124,6,1/2 inch Ginger - grated
124,7,3 cloves Garlic
124,8,1 Tomato - finely chopped
124,9,6 Dry Red Chillies
124,10,1 inch Cinnamon Stick (Dalchini)
124,11,1 Cardamom (Elaichi) Pods/Seeds
124,12,3 Cloves (Laung)
124,13,2 tablespoons Coriander (Dhania) Seeds
124,14,1/2 teaspoon Whole Black Peppercorns
124,15,7 Shallots
124,16,1/4 cup Fresh coconut
124,17,1/2 teaspoon Fennel seeds (Saunf)
125,1,1 cup cabbage - wash and chop finely
125,2,1 sprig curry leaves
125,3,1/4 teaspoon mustard
125,4,1 red chili
125,5,1 teaspoon white urad dal (split)
125,6,1/4 teaspoon turmeric powder
125,7,salt - as per taste
125,8,Oil - 5 tablespoons coconut - as per use
125,9,tighten it
125,10,6 small onions - cut it from the middle
125,11,3 cloves garlic - chop
125,12,2 green chillies - chop
125,13,3 sprig curry leaves
125,14,Green Chillies - halved
125,15,3 sprig curry leaves
126,1,250 grams Squid - (Cleaned and cut into rings)
126,2,10 Shallots
126,3,2 Tomatoes
126,4,1/2 inch Ginger - grated
126,5,4 cloves Garlic - minced
126,6,3 sprig Curry leaves
126,7,1 teaspoon Coriander Powder (Dhania)
126,8,1 teaspoon Red Chilli powder
126,9,1/4 teaspoon Turmeric powder (Haldi)
126,10,1 teaspoon Fennel seeds (Saunf)
126,11,1 teaspoon Whole Black Peppercorns
126,12,1/2 teaspoon Meat masala
126,13,1 teaspoon Mustard seeds
126,14,1 tablespoon Coconut Oil
127,1,1/2 cup Fresh coconut - grated
127,2,2 Green Chillies - roughly chopped
127,3,1 teaspoon Cumin seeds (Jeera)
127,4,3 Carrots (Gajjar) - chopped
127,5,1 cup Green beans (French Beans) - chopped
127,6,1 teaspoon Coconut Oil - or regular oil
127,7,1/2 teaspoon Mustard seeds
127,8,1 teaspoon White Urad Dal (Split)
127,9,1/4 cup Pearl onions (Sambar Onions) - finely chopped
127,10,2 sprig Curry leaves
127,11,1/2 teaspoon Turmeric powder (Haldi)
127,12,1 teaspoon Salt - adjust as per your taste
128,1,500 grams Prawns
128,2,2 Onions - finely chopped
128,3,1 inch Ginger - finely chopped
128,4,6 cloves Garlic
128,5,1 tablespoons Red Chilli powder
128,6,3/4 tablespoon Coriander Powder (Dhania)
128,7,1/4 teaspoon Turmeric powder (Haldi)
128,8,1/4 cup Fresh coconut - pieces
128,9,1 Kokum (Malabar Tamarind) - soaked
128,10,2 Kokum (Malabar Tamarind) - soaked (for the curry)
128,11,1 sprig Curry leaves
128,12,Water - enough to cook the prawns
128,13,Salt - to taste
128,14,1 tablespoon Coconut Oil
128,15,1/4 teaspoon Mustard seeds
128,16,1 pinch Methi Powder (Fenugreek Powder)
128,17,1 sprig Curry leaves
129,1,1-1/2 cups Mixed vegetables - (potatoes
129,2,1 Onion - thinly sliced
129,3,1 Tomato - roughly chopped
129,4,1 Green Chilli - slit
129,5,1 inch Ginger - thinly sliced
129,6,2 Garlic - sliced
129,7,1 sprig Curry leaves
129,8,1 cup Coconut milk - thin
129,9,1 cup Coconut milk - thick
129,10,1/2 teaspoon Mustard seeds
129,11,1/2 teaspoon Black pepper powder
129,12,2 teaspoon Sunflower Oil
129,13,1 teaspoon Coconut Oil
129,14,1 teaspoon Lemon juice
129,15,2 sprig Mint Leaves (Pudina) - made to paste
129,16,Salt - to taste
130,1,20 Button mushrooms - finely chopped
130,2,1/2 teaspoon Turmeric powder (Haldi)
130,3,2 tablespoon Sunflower Oil
130,4,Salt - to taste
130,5,4 tablespoon Fresh coconut - grated
130,6,4 Shallots
130,7,2 Green Chillies
130,8,5 Curry leaves
130,9,1/2 teaspoon Cumin seeds (Jeera)
130,10,1 teaspoon Mustard seeds
130,11,1 teaspoon Cumin seeds (Jeera)
130,12,2 sprig Curry leaves
130,13,2 Dry Red Chillies
131,1,1/2 cup Ragi Flour (Finger Millet/ Nagli)
131,2,1/2 cup Bajra Flour ( Pearl Millet)
131,3,1 cup Rice flour
131,4,1 cup Drumstick Leaves (Moringa/Murungai Keerai)
131,5,Salt - as required
131,6,Water - as required
131,7,2 teaspoons Ghee
131,8,1 cup Fresh coconut - grated
132,1,2 cups Whole Wheat Flour
132,2,1 tablespoon Ghee - for dough
132,3,1/2 cup Milk
132,4,1/2 teaspoon Sugar
132,5,Water - Lukewarm
132,6,Ghee - Melted
132,7,Salt - to taste
133,1,3 cups Basmati rice - soaked for 25-35 minutes
133,2,6 Cardamom (Elaichi) Pods/Seeds
133,3,6 Cloves (Laung)
133,4,1 Cinnamon Stick (Dalchini)
133,5,1 teaspoon Coriander (Dhania) Leaves - finely chopped
133,6,1 teaspoon Mint Leaves (Pudina) - finely chopped
133,7,3 tablespoons Ghee
133,8,3-4 tablespoons Lemon juice
133,9,Salt - to taste
133,10,1/2 kg Prawns - cleaned and deveined
133,11,1 tablespoon Ginger Garlic Paste
133,12,1/2 tablespoon Red Chilli powder
133,13,1/2 teaspoon Whole Black Peppercorns - ground
133,14,Salt - to taste
133,15,3 Onions - finely chopped
133,16,1/2 tablespoon Ginger - paste
133,17,1/2 tablespoon Garlic - paste
133,18,5 - 6 Green Chillies
133,19,2 - 3 Tomatoes - finely chopped
133,20,1 Fresh coconut - handful
133,21,1 Coriander (Dhania) Leaves - handful
133,22,1/4 cup Mint Leaves (Pudina) - finely chopped
133,23,1/2 cup Curd (Dahi / Yogurt)
133,24,6 - 8 Cashew nuts - soaked in 2 tablespoons water
133,25,1 teaspoon Garam masala powder
133,26,Sunflower Oil - vegetable oil
133,27,1 Salt - to taste
133,28,1 Cashew nuts - handful
133,29,1 Raisins - handful
133,30,1 Onion - finely sliced
133,31,1 teaspoon Coriander (Dhania) Leaves - finely chopped
133,32,1 teaspoon Mint Leaves (Pudina) - finely chopped
133,33,1 teaspoon Mint Leaves (Pudina) - finely chopped
134,1,2 cups Whole Wheat Flour
134,2,1 cup Sugar
134,3,1/2 teaspoon Cooking soda
134,4,1 teaspoon Butter
134,5,1/4 teaspoon Salt
134,6,1 teaspoon Cardamom Powder (Elaichi)
134,7,1/2 cup Milk
134,8,Water - as required
134,9,Sunflower Oil - to deep fry
135,1,1/2 cup Arhar dal (Split Toor Dal)
135,2,2 Potato (Aloo) - peel the skin and cut into large cubes
135,3,1 Drumstick - cut into 2 inch pieces
135,4,2 cups Vellai Poosanikai (Ash gourd/White Pumpkin) - cut into medium sized cubes
135,5,2 Carrots (Gajjar) - cubed
135,6,6 Bhindi (Lady Finger/Okra) - cut into 1 and ½ inch pieces
135,7,1 Tomato - diced
135,8,10 Shallots - whole or cut into half
135,9,1-1/2 cup Tamarind Water
135,10,1 teaspoon Turmeric powder (Haldi)
135,11,2 Green Chillies - slit lengthwise
135,12,1 sprig Curry leaves
135,13,5 sprig Coriander (Dhania) Leaves - freshly chopped
135,14,Salt - to taste
135,15,1/2 cup Fresh coconut - grated
135,16,3 teaspoon Coriander (Dhania) Seeds
135,17,4 Dry Red Chillies
135,18,1 teaspoon Black Urad Dal (Split)
135,19,1 teaspoon Chana dal (Bengal Gram Dal)
135,20,1/4 teaspoon Methi Seeds (Fenugreek Seeds)
135,21,1/4 teaspoon Asafoetida (hing)
135,22,1 Curry leaves - few
135,23,1 teaspoon Coconut Oil
135,24,2 teaspoons Coconut Oil
135,25,1/2 teaspoon Mustard seeds
135,26,2 Shallots - finely sliced (optional)
135,27,2 Dry Red Chillies
135,28,1 sprig Curry leaves
136,1,1 cup Kala Chana (Brown Chickpeas) - soaked overnight and cooked
136,2,1 tablespoon Coconut Oil
136,3,1/2 teaspoon Mustard seeds
136,4,2 sprig Curry leaves - finely chopped
136,5,2 Green Chillies - slit
136,6,15 Pearl onions (Sambar Onions) - finely chopped
136,7,5 cloves Garlic - finely chopped
136,8,1 inch Ginger - finely chopped
136,9,1/2 cup Homemade tomato puree
136,10,1/4 teaspoon Turmeric powder (Haldi)
136,11,1/2 teaspoon Red Chilli powder
136,12,Salt - to taste
136,13,1 cup Fresh coconut
136,14,2 tablespoons Coriander (Dhania) Seeds
136,15,1 teaspoon Fennel seeds (Saunf)
137,1,1 Raw Banana - peeled and cut into small cubes
137,2,1 cup Kaddu (Parangikai/ Pumpkin) - cut into small cubes
137,3,6 Bhindi (Lady Finger/Okra) - cut into 1 inch pieces
137,4,20 grams Tamarind - lemon sized
137,5,1/2 teaspoon Turmeric powder (Haldi)
137,6,1 teaspoon Jaggery
137,7,2 tablespoons Rice
137,8,1 teaspoon Methi Seeds (Fenugreek Seeds)
137,9,7 Dry Red Chillies
137,10,1 teaspoon Mustard seeds
137,11,1 sprig Curry leaves
137,12,1/4 teaspoon Asafoetida (hing)
137,13,Coconut Oil - for cooking
137,14,Salt - to taste
138,1,2 raw banana peel
138,2,1/4 teaspoon turmeric powder
138,3,2 cups water
138,4,salt
138,5,1/2 cup coconut - grated
138,6,3 cloves garlic
138,7,1/2 teaspoon cumin
138,8,4 green chillies
138,9,4 small onions
138,10,salt
138,11,1 tablespoon oil
138,12,1/4 teaspoon mustard
138,13,2 dry red chillies
138,14,8 curry leaves
139,1,1 Jackfruit Raw (Kathal) - with skin shaved off
139,2,1 teaspoon Turmeric powder (Haldi)
139,3,1/2 cup Fresh coconut - grated
139,4,3 Dry Red Chillies
139,5,1 Onion - finely chopped
139,6,2 Green Chillies - finely chopped
139,7,1/2 teaspoon Cumin seeds (Jeera)
139,8,1/2 teaspoon Mustard seeds
139,9,1 teaspoon White Urad Dal (Split)
139,10,1 sprig Curry leaves
139,11,1/2 teaspoon Asafoetida (hing)
139,12,Salt - to taste
140,1,2 cups Drumstick Leaves (Moringa/Murungai Keerai) - or Murrungai Keerai
140,2,1 cup Pearl onions (Sambar Onions) - chopped
140,3,1 inch Ginger - chopped
140,4,1 sprig Curry leaves
140,5,1 teaspoon Mustard seeds
140,6,Salt - to taste
140,7,Coconut Oil - for cooking
140,8,1/2 cup Fresh coconut
140,9,1 tablespoon Cumin seeds (Jeera)
140,10,1 tablespoon Turmeric powder (Haldi)
140,11,1 tablespoon Red Chilli powder
141,1,300 gram Fish
141,2,3 teaspoon Sunflower Oil
141,3,1/2 teaspoon Cumin seeds (Jeera)
141,4,1 Onion - chopped
141,5,1 teaspoon Ginger - paste
141,6,2 Tomatoes - chopped
141,7,3 cloves Garlic - finely chopped
141,8,1/4 teaspoon Turmeric powder (Haldi)
141,9,1/2 teaspoon Red Chilli powder
141,10,1/4 teaspoon Vinegar
141,11,1/4 Lemon juice
141,12,50 ml Coconut milk
141,13,Salt - to taste
142,1,300 grams Green beans (French Beans) - cut into inch long pieces
142,2,2 Onion - thinly sliced
142,3,1 teaspoon Mustard seeds
142,4,1 sprig Curry leaves
142,5,1/2 teaspoon Turmeric powder (Haldi)
142,6,1 teaspoon Black pepper powder
142,7,1 teaspoon Coconut Oil
142,8,Salt - to taste
143,1,2 cups Elephant yam (Suran/Senai/Ratalu) - cubed
143,2,2-1/2 cups Water
143,3,8 Garlic - cloves
143,4,1 Onion - finely chopped
143,5,1/2 teaspoon Turmeric powder (Haldi)
143,6,1-1/2 teaspoon Red Chilli powder
143,7,1/2 teaspoon Black pepper powder
143,8,1/2 teaspoon Fennel Powder
143,9,1 tablespoon Sunflower Oil
143,10,1 teaspoon Mustard seeds
143,11,6 Curry leaves
144,1,3 Carrots (Gajjar) - grated
144,2,1/2 Cabbage (Patta Gobi/ Muttaikose) - finely chopped
144,3,1 Onion - finely chopped
144,4,4 Green Chillies - slit
144,5,1/2 teaspoon Turmeric powder (Haldi)
144,6,1 teaspoon Cumin powder (Jeera)
144,7,1 tablespoon Sunflower Oil
144,8,1/2 teaspoon Mustard seeds
144,9,1/2 cup Fresh coconut - grated
144,10,6 Curry leaves
144,11,Salt - as required
145,1,1.5 cups Red Black Eyed Beans (Azuki)
145,2,1/2 cup Fresh coconut - grated
145,3,3 tablespoons Coriander (Dhania) Seeds
145,4,4 Dry Red Chillies
145,5,2 tablespoons Tamarind Paste
145,6,Coriander (Dhania) Leaves - few sprigs
145,7,1 tablespoon Sunflower Oil
145,8,Salt - to taste
